id_local,nom_lieu,ad_lieu,com_lieu,insee,date_maj,ouvert,source,Xlong,Ylat,num_dep,categorie_Aire de covoiturage
bfc_air_092,Dole,Grande Rue,MALANGE,39308.0,2020-10-27,TRUE,200053726.0,5.61475436591516,47.176,39,TRUE
bfc_air_093,Dole,Les 4 Fesses,DAMMARTIN-MARPAIN,39188.0,2020-10-27,TRUE,200053726.0,5.55864496392445,47.257,39,TRUE
bfc_air_094,Champagnole,Rue du Magasin,CENSEAU,39083.0,2020-10-27,TRUE,200053726.0,6.06513984898043,46.815,39,TRUE
bfc_air_095,PREMERY,,PREMERY,58218.0,2020-10-27,FALSE,200053726.0,3.33037718919374,47.178,58,TRUE
bfc_air_096,Avenue du 8 mai 1945 (Torcy),,TORCY,71540.0,2020-10-27,TRUE,200053726.0,4.44314828304558,46.778,71,TRUE
bfc_air_097,Mezilles - parking salle des fêtes,,MEZILLES,89254.0,2020-10-27,TRUE,200053726.0,3.16835897784688,47.697,89,TRUE
bfc_air_098,Gare SNCF de Montbard,,MONTBARD,214250,2020-10-27,TRUE,200053726.0,4.33627538021699,47.619,21,TRUE
bfc_air_099,Gare de Galuzot (Saint-Vallier),,SAINT-VALLIER,71486.0,2020-10-27,TRUE,200053726.0,4.32985882832404,46.642,71,TRUE
bfc_air_100,ZA de l'Ecart (Genelard),,GENELARD,71212.0,2020-10-27,TRUE,200053726.0,4.23044100341358,46.59,71,TRUE
bfc_air_101,Magny (Montceau-les Mines),,MONTCEAU-LES-MINES,71306.0,2020-10-27,TRUE,200053726.0,4.33602885656873,46.665,71,TRUE
bfc_air_102,Pourrain - ZA des champs Gilbards,,POURRAIN,89311.0,2020-10-27,TRUE,200053726.0,3.40825518461996,47.753,89,TRUE
bfc_air_103,Gare de Tournus,,TOURNUS,71543.0,2020-10-27,TRUE,200053726.0,4.90761786821398,46.566,71,TRUE
bfc_air_104,aire de Genlis,,GENLIS,21292.0,2020-10-27,TRUE,200053726.0,5.22702358827566,47.236,21,TRUE
bfc_air_105,Rond-point Jeanne-Rose (Montchanin),,MONTCHANIN,71310.0,2020-10-27,TRUE,200053726.0,4.49205711015604,46.749,71,TRUE
bfc_air_106,Salle des fêtes,60 Grande Rue 39460 Foncine-le-Haut,FONCINE-LE-HAUT,39228.0,2020-10-27,TRUE,200053726.0,6.07312441145855,46.659,39,TRUE
bfc_air_107,Parking Carnot,23 Rue Carnot 39200 Saint-Claude,SAINT-CLAUDE,39478.0,2020-10-27,TRUE,200053726.0,5.86150694513573,46.382,39,TRUE
bfc_air_108,Parking du Faubourg,810 Route Blanche 39220 Les Rousses,LES ROUSSES,394700,2020-10-27,TRUE,200053726.0,6.06183600243976,46.482,39,TRUE
bfc_air_109,La Bucle,144 Route Blanche 39400 Morbier,MORBIER,39367.0,2020-10-27,TRUE,200053726.0,6.01698912751199,46.541,39,TRUE
bfc_air_110,Villards d'Héria,Accropont de Villards-d'Héria D297 39260 Villards-d'Héria,VILLARDS-D'HERIA,39561.0,2020-10-27,TRUE,200053726.0,5.72799833117173,46.412,39,TRUE
bfc_air_111,Route du Frasnois,8 Route de Genève 39150 Chaux-des-Crotenay,CHAUX-DES-CROTENAY,39129.0,2020-10-27,TRUE,200053726.0,5.94053413365833,46.654,39,TRUE
bfc_air_112,Aire de la Savine,RN 5 39150 Saint-Laurent-en-Grandvaux,SAINT-LAURENT-EN-GRANDVAUX,39487.0,2020-10-27,TRUE,200053726.0,5.9760826649036,46.575,39,TRUE
bfc_air_113,Centre village,4 Rue du Cornet 39260 Meussia,MEUSSIA,39328.0,2020-10-27,TRUE,200053726.0,5.72640845548008,46.498,39,TRUE
bfc_air_114,Pont,D27 39360 Jeurre,JEURRE,39269.0,2020-10-27,TRUE,200053726.0,5.7065162146512,46.363,39,TRUE
bfc_air_115,MOREZ,,MOREZ,39368.0,2020-10-27,TRUE,200053726.0,6.02251014598219,46.526,39,TRUE
